round_epochs,loss,tp,fp,tn,fn,categorical_accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_categorical_accuracy,val_precision,val_recall,val_auc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,lr,optimizer,regularizer
100,1.4848743677139282,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7345566153526306,1.5098587274551392,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,128,0.2,100,16,5,GlorotNormal,softmax,0.001,adam,l1_l2
100,1.4853558540344238,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.732194185256958,1.5099717378616333,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,tanh,16,0.6,100,128,5,GlorotNormal,softmax,0.05,adam,l1_l2
100,1.3756870031356812,1016.0,687.0,59128.0,10947.0,0.45757752656936646,0.5965942740440369,0.08492852747440338,0.7951166033744812,1.349676489830017,690.0,250.0,25385.0,4437.0,0.46674469113349915,0.7340425252914429,0.13458162546157837,0.803483247756958,sigmoid,64,0.6,100,128,5,GlorotNormal,softmax,0.001,nadam,l2
100,1.3400458097457886,1045.0,483.0,59332.0,10918.0,0.4613391160964966,0.6839005351066589,0.08735267072916031,0.8096320033073425,1.3553831577301025,307.0,68.0,25567.0,4820.0,0.45835772156715393,0.8186666369438171,0.05987907201051712,0.796889066696167,sigmoid,64,0.4,100,64,1,RandomNormal,softmax,0.001,nadam,l1_l2
100,1.499984622001648,80.0,135.0,59680.0,11883.0,0.35902366042137146,0.3720930218696594,0.006687285844236612,0.7310367226600647,1.5143885612487793,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.720772385597229,tanh,16,0.2,100,128,3,GlorotNormal,softmax,0.001,adam,None
100,1.4853508472442627,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7337672710418701,1.5099831819534302,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,128,0.4,100,128,5,GlorotNormal,softmax,0.01,nadam,l1_l2
100,1.4868216514587402,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.73274165391922,1.5095430612564087,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,256,0.2,100,16,5,GlorotUniform,softmax,0.01,adam,l2
100,1.4851362705230713,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7323859930038452,1.5099633932113647,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,tanh,128,0.6,100,16,5,RandomNormal,softmax,0.05,nadam,l1
100,1.4851375818252563,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7329405546188354,1.5100810527801514,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,64,0.6,100,128,3,RandomUniform,softmax,0.001,nadam,l1
100,1.4859540462493896,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7314149141311646,1.5103265047073364,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,16,0.2,100,64,3,GlorotNormal,softmax,0.001,adam,l2
