round_epochs,loss,tp,fp,tn,fn,categorical_accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_categorical_accuracy,val_precision,val_recall,val_auc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,lr,optimizer,regularizer
100,1.491775393486023,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7300131916999817,1.5105104446411133,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7212600111961365,tanh,256,0.6,100,128,5,RandomUniform,softmax,0.05,nadam,None
100,1.4852566719055176,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.732628345489502,1.5102453231811523,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,16,0.6,100,16,1,GlorotNormal,softmax,0.05,nadam,l1
100,1.4852553606033325,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326256036758423,1.5101348161697388,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,16,0.4,100,16,3,GlorotNormal,softmax,0.001,nadam,l2
100,1.4809004068374634,0.0,0.0,59815.0,11963.0,0.36880379915237427,0.0,0.0,0.7372836470603943,1.5030903816223145,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7283964157104492,sigmoid,64,0.6,100,16,1,GlorotNormal,softmax,0.05,adam,None
100,1.4852638244628906,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.732295036315918,1.5099656581878662,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,128,0.4,100,128,3,GlorotNormal,softmax,0.001,adam,l1
100,0.19204354286193848,11122.0,552.0,59263.0,841.0,0.9413190484046936,0.9527154564857483,0.9296998977661133,0.9963907599449158,1.5880775451660156,2408.0,2126.0,23509.0,2719.0,0.5065340399742126,0.5310983657836914,0.4696703851222992,0.8412145376205444,tanh,256,0,100,64,1,GlorotUniform,softmax,0.05,adam,None
100,1.486679196357727,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7325567007064819,1.5095186233520508,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,256,0.6,100,64,5,RandomNormal,softmax,0.05,nadam,l2
100,1.485221028327942,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7332121729850769,1.509672999382019,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,128,0,100,64,1,RandomUniform,softmax,0.01,adam,l1_l2
100,1.485105276107788,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7328660488128662,1.5100096464157104,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,128,0.4,100,16,3,RandomNormal,softmax,0.001,nadam,l1
100,0.9908880591392517,5834.0,3044.0,56771.0,6129.0,0.6102983951568604,0.6571300029754639,0.48767030239105225,0.8990035653114319,1.0409862995147705,2910.0,1685.0,23950.0,2217.0,0.6116637587547302,0.6332970857620239,0.5675833821296692,0.8919064998626709,sigmoid,64,0.2,100,64,5,GlorotUniform,softmax,0.05,adam,l2
100,1.2281663417816162,2149.0,1096.0,58719.0,9814.0,0.5094875693321228,0.6622496247291565,0.17963720858097076,0.8451502323150635,1.1360132694244385,712.0,126.0,25509.0,4415.0,0.5693387985229492,0.8496419787406921,0.1388726383447647,0.8730661869049072,sigmoid,64,0.2,100,16,1,RandomUniform,softmax,0.01,adam,l2
100,1.485194206237793,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7334113717079163,1.509727954864502,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,256,0,100,128,5,GlorotNormal,softmax,0.05,adam,l1
100,1.4852579832077026,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326018810272217,1.5102447271347046,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,16,0.6,100,64,5,RandomUniform,softmax,0.001,nadam,l1
100,1.3754130601882935,569.0,342.0,59473.0,11394.0,0.4110172986984253,0.6245883703231812,0.04756332188844681,0.7971497178077698,1.3648601770401,176.0,27.0,25608.0,4951.0,0.4010142385959625,0.866995096206665,0.03432806581258774,0.8039174675941467,relu,128,0.4,100,16,3,RandomUniform,softmax,0.05,nadam,None
100,1.4860948324203491,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.732898473739624,1.5096710920333862,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,256,0.2,100,64,3,RandomNormal,softmax,0.01,nadam,l1
100,0.5454518795013428,8960.0,1955.0,57860.0,3003.0,0.7880130410194397,0.8208886981010437,0.7489759922027588,0.9687246680259705,1.15457022190094,2648.0,1852.0,23783.0,2479.0,0.5623171329498291,0.5884444713592529,0.5164813995361328,0.8846963047981262,sigmoid,16,0.2,100,128,1,GlorotUniform,softmax,0.001,adam,l2
100,1.4851444959640503,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7327873110771179,1.5099846124649048,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,64,0.6,100,16,5,GlorotNormal,softmax,0.05,nadam,l2
100,1.4851020574569702,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7325666546821594,1.5099925994873047,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,tanh,128,0.6,100,16,5,GlorotNormal,softmax,0.01,nadam,l1
100,1.2656296491622925,3362.0,2346.0,57469.0,8601.0,0.5132491588592529,0.5889979004859924,0.2810331881046295,0.834688127040863,1.3339616060256958,1594.0,1421.0,24214.0,3533.0,0.479617714881897,0.5286898612976074,0.31090307235717773,0.8156688809394836,softmax,128,0.2,100,64,1,GlorotNormal,softmax,0.05,adam,l1
100,0.1967468410730362,11043.0,650.0,59165.0,920.0,0.9337123036384583,0.9444111585617065,0.923096239566803,0.9956856369972229,1.7834516763687134,2646.0,2248.0,23387.0,2481.0,0.5313048362731934,0.5406620502471924,0.5160912871360779,0.8500711917877197,tanh,64,0,100,128,1,RandomUniform,softmax,0.01,adam,l1
100,1.4851447343826294,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326776385307312,1.5100921392440796,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,64,0.4,100,128,3,GlorotNormal,softmax,0.05,adam,l1
100,1.2880157232284546,2175.0,1374.0,58441.0,9788.0,0.4834907650947571,0.612848699092865,0.18181058764457703,0.8301937580108643,1.2588820457458496,806.0,823.0,24812.0,4321.0,0.4936610162258148,0.49478206038475037,0.1572069376707077,0.8420547246932983,tanh,64,0.6,100,16,1,GlorotNormal,softmax,0.01,nadam,l1_l2
